id,context,question,answer0,answer1,answer2,answer3,label,pred,logits
3V0TR1NRVA0JH6JKUXVHJGA38AHA4G##34Q075JO1YB9AEMD5GLOLWNB23B10J##AJ7NSZOAFP05U##Blog_787277##q1_a1##3MXX6RQ9EXJ5YZOT3EPE19N6002P4G,"THEN at midnight or so started a 9x12 foot painting to go on the truck the following day ( I ' ve done one on the theme for burning man each of the last 5 years , did n't want to break the trend yet : ) Sunday : Finished painting at 6 am . Slept almost 5 hrs , then grommeted painting out in the hot sun and set out to help load the truck . It started to rain just as i got there , and POURED on and off all afternoon . Still , saw lovely people , and gained much glory lifting heavy things and playing truck tetris .",What may be your reason for making the 9x12 painting ?,I wanted to impress people with the painting .,I wanted to commemorate an event .,None of the above choices .,It was being made for an event .,3,1,[-3.027  8.32  -1.82   4.508]
3TC2K6WK9G0VV4BITLSFUA7AYVO82R##3C44YUNSI2N6QQ692UK91ZPSX6SPD0##AO33H4GL9KZX9##Blog_1238109##q1_a1##35YHTYFL1IHS1ZIE97UWY59FB61FVO,On Sunday we went canoeing and kayaking on the river . We chose to go upstream which was also against the wind . We stopped on an island in the middle of the river and had lunch snacks there .,What must true of how fast the river flowed ?,The river could not have flowed faster than we could row downstream .,The river could have flowed faster than we could row upstream .,The river could not have flowed faster than we could row upstream .,None of the above choices .,2,3,[-2.598 -3.19  -2.41  -2.402]
3C8QQOM6JRF9FL8AWBYBETO506MIL6##345LHZDED070VSBFAOPRQUEOM0Y3UO##A2KYOM2ZGYDJGT##Blog_152872##q1_a1##3S829FDFT4FN749DIG0OYQ3FFFRXDI,"Emmy is n't feeling well . I woke up this morning with a little bit of vom on the bed near her mouth . Dog 's puke all the time though , so no big deal . I let her out and she took a big old solid 2-point conversion . But she did n't run or scuff her feet afterwards , she just ambled back inside .",What did I mean when I said she took a solid 2-point conversion ?,She vomited .,She is n't feeling well .,She pooped .,None of the above choices .,2,0,[ 2.525 -3.314  0.773 -1.915]
3VJ4PFXFJ35IY4DZ93MZWK8X75PAUN##3EJJQNKU9S38EJRQ1I7OXF45PR4HR9##A2LTOS0AZ3B28A##Blog_212243##q1_a2##35XW21VSVISY9ZB61NSPIVUS9WBSLF,"So I took Mom out to dinner for Mother 's Day tonight ( since I 'll be busy tomorrow with Sam coming back from New Brunswick ) , after finally managing to get her to choose what sort of food she actually wanted to eat . We went to the Fish Market in Byward , somewhere I 'd always wanted to try , and it turned out rather well all told . I liked my blackened Cajun swordfish , and it was very generously seasonedThe Market in general was bustling , even more than I expected for a Saturday night in May. I guess this winter gave the entire city an acute case of cabin fever .",Why did they take their mom out to eat ?,None of the above choices .,They could n't decide what to eat at home .,They wanted to go watch people at the Market .,Mom wanted to eat Fish and they took her out .,3,0,[-2.738 -3.66  -5.8   -3.1  ]
3VJ4PFXFJ35IY4DZ93MZWK8X75PAUN##3EJJQNKU9S38EJRQ1I7OXF45PR4HR9##A2LTOS0AZ3B28A##Blog_212243##q2_a1##3YCT0L9OMONOXZERD084VNYHERBNSC,"So I took Mom out to dinner for Mother 's Day tonight ( since I 'll be busy tomorrow with Sam coming back from New Brunswick ) , after finally managing to get her to choose what sort of food she actually wanted to eat . We went to the Fish Market in Byward , somewhere I 'd always wanted to try , and it turned out rather well all told . I liked my blackened Cajun swordfish , and it was very generously seasonedThe Market in general was bustling , even more than I expected for a Saturday night in May. I guess this winter gave the entire city an acute case of cabin fever .",Where did they decide to go to eat ?,None of the above choices .,Fish Market in Byward since they always wanted to try it .,"Mom could n't make a decision , so they went back home .",They went to New Brunswick to eat with Sam .,1,0,[-2.979 -4.176 -3.215 -4.008]
3VJ4PFXFJ35IY4DZ93MZWK8X75PAUN##3EJJQNKU9S38EJRQ1I7OXF45PR4HR9##A2LTOS0AZ3B28A##Blog_212243##q2_a1##3IQ9O0AYW8DXYYGF5K020KYMUBVITG,"So I took Mom out to dinner for Mother 's Day tonight ( since I 'll be busy tomorrow with Sam coming back from New Brunswick ) , after finally managing to get her to choose what sort of food she actually wanted to eat . We went to the Fish Market in Byward , somewhere I 'd always wanted to try , and it turned out rather well all told . I liked my blackened Cajun swordfish , and it was very generously seasonedThe Market in general was bustling , even more than I expected for a Saturday night in May. I guess this winter gave the entire city an acute case of cabin fever .",Where did they decide to go to eat ?,None of the above choices .,At the Market so they could eat blackened Cajun swordfish .,They went to New Brunswick to eat with Sam .,"Mom could n't make a decision , so they went back home .",1,0,[-2.979 -3.213 -4.008 -3.215]
32K26U12DNMG9Q5BY3N6I7IM6LEVDU##3M1CVSFP613TSV4CIX8WB37WH52AQ7##A1OPGPTQJ48XOY##Blog_1536504##q1_a1##375VSR8FVYN6D9SX1ZJT000U26FZR2,"today was my first real day of going over a few poems for my senior projects . not too bad , although there are things i really to consider . i ' m tireddd , but i know i should at least write something for the night so i ' m about to start . apart from this nothing much is going on except that our economy is shot to shit and andy is wondering how william and i are going to afford to have a wedding.i finally read the joyluck club and i loved it .",What will happen if you are unable to have a wedding ?,We will have to break off our engagement because we are not financially stable enough to get married,We will have to postpone getting married until we can afford a wedding,"We will have a smaller thing and save money instead , like getting married at town hall",We will have to borrow from friends and family to pay for a wedding,2,0,[ 3.213 -1.155 -1.426 -2.295]
3XEDXEGFX3M8UVA5NNL41RNMWZW0KK##3L70J4KAZHKZ3M07DB2CB40XZ3HADX##AO33H4GL9KZX9##Blog_1263054##q1_a1##3L60IFZKF5W7XUE0Z81SMPUJJ98HH9,"Since we were short staffed , the manager had me do a lot of more advanced things , like teach the program explanation class . I ' ve done one - on - one explanations , but never an actual class so it was a cool opportunity . And despite the long 9 hour shift , it went by quickly ! Morning snack was a vanilla peanut protein bar ( soooo good ! )",What might I continue to do in the future now that I have taught the class ?,I might be tasked to teach the one on one class from now on .,I might be tasked to learn from the program explanation class from now on .,I might be tasked to teach the program explanation class from now on .,None of the above choices .,2,1,[-0.575    0.08685 -0.641   -2.5    ]
3UQVX1UPFUVS745MIFR0TTP085602I##3EQHHY4HQV7K4PXO42O31CBHQSG5GT##A2VNR6984SDFGQ##Blog_1163945##q2_a1##3HO4MYYR142W5R033OHN8DUJ4966UM,"When I bought my first puppy , I was n't prepared . I had not known about dog care until I finally had her in my arms for the first time . It was then I knew I had to learn .",What does the puppy owner do after holding the puppy ?,None of the above choices .,The puppy owner goes to buy puppy food for the puppy .,The puppy owner sets up chores for his daughter to take care of the puppy .,The puppy owner asks his wife to get water for the puppy .,1,2,[-1.964  -2.676  -0.6953 -5.53  ]
3UQVX1UPFUVS745MIFR0TTP085602I##3EQHHY4HQV7K4PXO42O31CBHQSG5GT##A2VNR6984SDFGQ##Blog_1163945##q2_a1##3UQ1LLR26CMU93PCKN6YXV0MN13LAX,"When I bought my first puppy , I was n't prepared . I had not known about dog care until I finally had her in my arms for the first time . It was then I knew I had to learn .",What does the puppy owner do after holding the puppy ?,The puppy owner asks his wife to get water for the puppy .,The puppy owner starts to housebreak the puppy .,None of the above choices .,The puppy owner sets up chores for his daughter to take care of the puppy .,1,3,[-5.53   -4.145  -1.964  -0.6953]
3K3G488TR26T05U1XYBDE8VMCRGQ5W##3634BBTX0PSB7OX1G5PFG2R1PDWFIQ##A3GVXFBYAU9HP##Blog_151180##q1_a1##3WGZLY9VCJ0XS385A8OWIRMMO3I8DF,"I think that before my life revolved around books and writing . Then I hit the real world and now with a job and classes ... I just do n't have the energy to use my imagination . I still miss it though . I do n't want to be a professional ( not that I could ) , but I did really enjoy it .",Why do n't I have the energy to use my imagination to write anymore ?,"I got a full time job and work a lot , so I am busy and tired .","I had to get two jobs and work constantly , so I am busy all the time .","I started college and have a lot of homework , so I am busy and tired .","I started college classes and got a part time job , so I am busy all the time .",3,0,[3.516  0.8745 3.139  1.559 ]
3JYPJ2TAYKMFWFLINVLXSDKYQZGFPK##30JNVC0ORCZNX7BX80UOKNI93T3HQG##A3GVXFBYAU9HP##Blog_1316488##q1_a1##30Z7M1Q8U0YZUW5TQYXUSQEH4IE8A9,"Anyways , after meeting them , I went down to take a shower , but it was full so I waited outside the door , and I meet some college Japanese girl . She was senior year in college ? And she was looking for a job .","Since I had to wait to take a shower because it was full , where was I at ?",I was staying in a high school dormitory .,None of the above choices .,I was staying in a Japanese school dormitory .,I was staying in a college dormitory .,3,0,[ 0.07874 -2.582   -3.97    -2.713  ]
3WGZLY9VCHKIYE9YQACWQTYEVOBD87##3CN4LGXD5YMNZ8FH06FZBMOYPFV4YO##A394JO4NEPCY3M##Blog_818163##q1_a1##3SD15I2WD48C6XNKO4LML44JRQB36O,"At some point , I can finally see the doors - those three women are getting on the bus . Then , the doors close . The bus is full . Got ta wait for the next one . At that point , I just had to give up .",What may have happened if three women had not gotten on the bus ?,They would have caught that bus,They would n't have caught that bus,None of the above choices .,The bus would have been full,0,1,[-0.2942  1.121  -2.066   0.6167]
3RWO3EJELH79CBS3WYUCBDSVV67P1M##32SVAV9L3G71LUYAKMW0YVEL8EBA3U##AJ7NSZOAFP05U##Blog_1513789##q1_a1##3S37Y8CWIAEVI8LUF039T3V2TV5W4E,"I met this girl one month ago , we went out some times , and shared quite good time together . I called her last Saturday , she asked me to call her the next day for a date . But I called her that day , she did not reply , send message said she must study ca nt hang out . But it was Sunday , I do nt think she would have to study .",What may be her reason for cancelling the date ?,She may have been busy with school work .,I was busy with school work and she did n't want to interrupt .,She just would n't reply to me .,None of the above choices .,0,1,[ 0.1334  1.721   0.566  -2.586 ]
33KGGVH24UFELKUUIP4T5QEYX25X11##3IGI0VL648IXR2LLCOLX84WW2TGNOU##A2KYOM2ZGYDJGT##Blog_1042467##q1_a1##374UMBUHN736LVUFDA4GPH0RHC9TCZ,"They were beautiful lamps but the switch on one of them melted a while back . While they changed the switch for us , one of the lamp shades cracked one night last week , so we decided to get something totally different . They were n't the most stylish but given our bad experience with the stylish and expensive lamps , these would do for now : We had dinner at James Street Market , followed by Campos for coffee and cake . Campos is suppose to make the best coffee in Brisbane .",Why might the switch have melted ?,One of the lamp shades cracked .,It was attached to a beautiful lamp .,It got too hot .,None of the above choices .,2,0,[ 1.578   -4.734   -0.05658 -2.043  ]
3P6ENY9P7BA7TPPK5QJDM1VZK0YHI8##3B1NLC6UG2BOXZF7OHXHZIGYJX7PG1##AJ7NSZOAFP05U##Blog_755371##q1_a1##3HUR21WDDW3Q5F44ECN2BBDHYIQYXH,"Okay ... here 's the meeting you DEFINITELY do n't want to miss . Next Thursday ( August 14 ) we will be hosting an official blogger 's feast at a storied location in West Tennessee . All bloggers , readers , and lurkers are invited ... come one , come all ! The meal and brain - stretching conversation will begin at 11:00 AM .",What might be true about the event on August 14th ?,None of the above choices .,It was hosted to stimulate brain - stretching conversation .,It was hosted for online content readers .,It was hosted so people could learn about blogging .,0,2,[-1.748 -4.42   0.543 -0.538]
3ROUCZ907FSCN3N3N0F8Y90DEL3OOR##3RSDURM96BK5RACAPCRCK80P3VYYEG##A2KYOM2ZGYDJGT##Blog_111134##q1_a1##3NRZ1LDP7YKL1WCIO7F4V50F1VRPZE,On my second month on the pill i had severe abdominal pain with vomiting but it only lasted 5 hrs and then went away . I did n't stop taking the pill because it had only lasted 5 hrs and the pain never came back after that . Is this type of pain normal for the first few months ? Severe abdominal pain is one of the side effects to look out for why is this ?,What 's a possible reason the writer had severe abdominal pain while on the pill ?,Because it only lasted 5 hours .,None of the above choices .,Because the pain never came back .,Because that type of pain is normal for the first few months .,1,2,[-2.889 -2.053 -1.412 -5.406]
3KI0JD2ZU3WU7GO7QGOCYLGZW0P765##374TNBHA8EA9J21MI0YC6NDCTABYQX##A3GVXFBYAU9HP##Blog_306081##q1_a1##3Y40HMYLL3W9O6KZ4BQD8Q742UZUXZ,"The operation is a tonsillectomy , something that thousands of kids go through each year . Something which Heather had done as a kid . Still , it does rather drive a horse and cart through our holiday plans ; No North Wales and we had to cancel a much - looked - forward - to get - together with some fellow - bloggers planned for this evening .",What happened to cause the cancellation of our holiday plans and get together with bloggers ?,None of the above choices .,Heather had a tonsillectomy .,My wife had a tonsillectomy .,Our daughter had a tonsillectomy .,3,1,[-2.271  1.847  1.243  1.808]
3JU8CV4BRLAU83Z420SNN953O51OP4##3DR23U6WE6C9AODGF64DCR8ALV8ET0##A1S1K7134S2VUC##Blog_253436##q1_a1##3PKJ68EHDPA3O09QN84DY2AYWWQJHK,Maria and I had a bad accident coming home last night . I have bruises and scrapes . Maria potentially has a fracture in her tailbone . We are both lucky to be alive at all .,Why does Maria have to go to the doctor ?,To check that she is still alive .,"Coming home , she felt like visiting the doctor .",None of the above choices .,She was lucky to come home last night .,2,0,[ 2.072 -3.43   0.671 -2.266]
